user_id,user_first_touch_timestamp,email,updated
UA000000107387080,1593879722638657.0,,2023-03-18 18:50:05.177
UA000000107387088,1593879723131424.0,,2023-03-18 18:50:05.177
UA000000107387301,1593879746782722.0,,2023-03-18 18:50:05.177
UA000000107387492,1593879768700344.0,,2023-03-18 18:50:05.177
UA000000107387497,1593879769327406.0,,2023-03-18 18:50:05.177
UA000000107387499,1593879769663277.0,,2023-03-18 18:50:05.177
UA000000107387538,1593879773689641.0,,2023-03-18 18:50:05.177
UA000000107387543,1593879774240269.0,,2023-03-18 18:50:05.177
UA000000107387565,1593879777625576.0,,2023-03-18 18:50:05.177
UA000000107387598,1593879782015219.0,,2023-03-18 18:50:05.177
UA000000107387671,1593879790089249.0,,2023-03-18 18:50:05.177
UA000000107387703,1593879792795228.0,,2023-03-18 18:50:05.177
UA000000107387724,1593879795206017.0,,2023-03-18 18:50:05.177
UA000000107387734,1593879796291682.0,,2023-03-18 18:50:05.177
UA000000107387751,1593879798315168.0,,2023-03-18 18:50:05.177
UA000000107387780,1593879801192563.0,,2023-03-18 18:50:05.177
UA000000107387792,1593879803180012.0,,2023-03-18 18:50:05.177
UA000000107387840,1593879807489992.0,,2023-03-18 18:50:05.177
UA000000107387871,1593879811686726.0,,2023-03-18 18:50:05.177
UA000000107387989,1593879823233655.0,,2023-03-18 18:50:05.177
UA000000107388221,1593879847713441.0,derrickmichael@hotmail.com,2023-03-18 18:50:05.177
UA000000107388221,1593879847713441.0,,2023-03-18 18:50:05.177
UA000000107388271,1593879852666573.0,,2023-03-18 18:50:05.177
UA000000107388507,1593879876875165.0,,2023-03-18 18:50:05.177
UA000000107388510,1593879877687359.0,,2023-03-18 18:50:05.177
UA000000107388602,1593879887602867.0,sylvia81@ellis.com,2023-03-18 18:50:05.177
UA000000107388602,1593879887602867.0,,2023-03-18 18:50:05.177
UA000000107388624,1593879889679668.0,,2023-03-18 18:50:05.177
UA000000107388744,1593879904716946.0,,2023-03-18 18:50:05.177
UA000000107388777,1593879908456273.0,,2023-03-18 18:50:05.177
UA000000107388949,1593879927662729.0,dawnanderson@bush.com,2023-03-18 18:50:05.177
UA000000107388949,1593879927662729.0,,2023-03-18 18:50:05.177
UA000000107388952,1593879927821763.0,,2023-03-18 18:50:05.177
UA000000107388957,1593879928308206.0,,2023-03-18 18:50:05.177
UA000000107389020,1593879933665966.0,,2023-03-18 18:50:05.177
UA000000107389051,1593879936634741.0,,2023-03-18 18:50:05.177
UA000000107389053,1593879936686872.0,robert34@gibson-collins.biz,2023-03-18 18:50:05.177
UA000000107389053,1593879936686872.0,,2023-03-18 18:50:05.177
UA000000107389162,1593879949515360.0,,2023-03-18 18:50:05.177
UA000000107389284,1593879965734466.0,,2023-03-18 18:50:05.177
UA000000107389307,1593879968113018.0,,2023-03-18 18:50:05.177
UA000000107389309,1593879968162227.0,,2023-03-18 18:50:05.177
UA000000107389315,1593879968985617.0,,2023-03-18 18:50:05.177
UA000000107389329,1593879970624161.0,,2023-03-18 18:50:05.177
UA000000107389332,1593879971024749.0,,2023-03-18 18:50:05.177
UA000000107389629,1593880004128513.0,,2023-03-18 18:50:05.177
UA000000107389733,1593880016891125.0,,2023-03-18 18:50:05.177
UA000000107389773,1593880020722913.0,,2023-03-18 18:50:05.177
UA000000107389778,1593880021292124.0,,2023-03-18 18:50:05.177
UA000000107389877,1593880032325101.0,,2023-03-18 18:50:05.177
UA000000107389899,1593880034659762.0,,2023-03-18 18:50:05.177
UA000000107389940,1593880040559030.0,,2023-03-18 18:50:05.177
UA000000107390009,1593880046445235.0,,2023-03-18 18:50:05.177
UA000000107390200,1593880063306222.0,,2023-03-18 18:50:05.177
UA000000107390211,1593880064425772.0,,2023-03-18 18:50:05.177
UA000000107390220,1593880064916609.0,,2023-03-18 18:50:05.177
UA000000107390259,1593880068494633.0,,2023-03-18 18:50:05.177
UA000000107390289,1593880072629778.0,,2023-03-18 18:50:05.177
UA000000107390386,1593880081301259.0,,2023-03-18 18:50:05.177
UA000000107390544,1593880096681799.0,,2023-03-18 18:50:05.177
UA000000107390723,1593880114490046.0,,2023-03-18 18:50:05.177
UA000000107390788,1593880121354219.0,,2023-03-18 18:50:05.177
UA000000107390859,1593880129935464.0,,2023-03-18 18:50:05.177
UA000000107390971,1593880141436897.0,,2023-03-18 18:50:05.177
UA000000107390982,1593880142682121.0,,2023-03-18 18:50:05.177
UA000000107390999,1593880144187084.0,,2023-03-18 18:50:05.177
UA000000107391052,1593880149543040.0,,2023-03-18 18:50:05.177
UA000000107391079,1593880153086799.0,,2023-03-18 18:50:05.177
UA000000107391088,1593880154273002.0,,2023-03-18 18:50:05.177
UA000000107391135,1593880158630188.0,,2023-03-18 18:50:05.177
UA000000107391149,1593880160039889.0,,2023-03-18 18:50:05.177
UA000000107391172,1593880162406686.0,,2023-03-18 18:50:05.177
UA000000107391209,1593880166722069.0,millerjonathan@hotmail.com,2023-03-18 18:50:05.177
UA000000107391209,1593880166722069.0,,2023-03-18 18:50:05.177
UA000000107391368,1593880183600312.0,christopher0850@gmail.com,2023-03-18 18:50:05.177
UA000000107391368,1593880183600312.0,,2023-03-18 18:50:05.177
UA000000107391442,1593880189847959.0,,2023-03-18 18:50:05.177
UA000000107391553,1593880201744891.0,,2023-03-18 18:50:05.177
UA000000107391573,1593880204280238.0,,2023-03-18 18:50:05.177
UA000000107391597,1593880206481325.0,,2023-03-18 18:50:05.177
UA000000107391685,1593880214311235.0,,2023-03-18 18:50:05.177
UA000000107391697,1593880215253604.0,,2023-03-18 18:50:05.177
UA000000107391736,1593880218714655.0,,2023-03-18 18:50:05.177
UA000000107391768,1593880222699682.0,,2023-03-18 18:50:05.177
UA000000107391995,1593880246854668.0,,2023-03-18 18:50:05.177
UA000000107392032,1593880251690096.0,,2023-03-18 18:50:05.177
UA000000107392195,1593880267633134.0,,2023-03-18 18:50:05.177
UA000000107392221,1593880271052973.0,,2023-03-18 18:50:05.177
UA000000107392307,1593880280737921.0,,2023-03-18 18:50:05.177
UA000000107392409,1593880294227231.0,,2023-03-18 18:50:05.177
UA000000107392574,1593880311459583.0,,2023-03-18 18:50:05.177
UA000000107392636,1593880317686088.0,,2023-03-18 18:50:05.177
UA000000107392705,1593880325965910.0,,2023-03-18 18:50:05.177
UA000000107392855,1593880342116334.0,nicholssandra@hotmail.com,2023-03-18 18:50:05.177
UA000000107392855,1593880342116334.0,,2023-03-18 18:50:05.177
UA000000107392926,1593880349970004.0,,2023-03-18 18:50:05.177
UA000000107392958,1593880354144347.0,,2023-03-18 18:50:05.177
UA000000107392960,1593880354161562.0,,2023-03-18 18:50:05.177
UA000000107393148,1593880376558559.0,,2023-03-18 18:50:05.177
UA000000107393204,1593880381565343.0,,2023-03-18 18:50:05.177
UA000000107393208,1593880381843400.0,,2023-03-18 18:50:05.177
UA000000107393224,1593880383467059.0,,2023-03-18 18:50:05.177
UA000000107393336,1593880395160962.0,,2023-03-18 18:50:05.177
UA000000107393392,1593880400615586.0,,2023-03-18 18:50:05.177
UA000000107393406,1593880401805976.0,,2023-03-18 18:50:05.177
UA000000107393733,1593880435566487.0,,2023-03-18 18:50:05.177
UA000000107393857,1593880449855773.0,,2023-03-18 18:50:05.177
UA000000107393878,1593880452156698.0,,2023-03-18 18:50:05.177
UA000000107393899,1593880453915695.0,,2023-03-18 18:50:05.177
UA000000107393963,1593880458867070.0,,2023-03-18 18:50:05.177
UA000000107393989,1593880461587860.0,,2023-03-18 18:50:05.177
UA000000107394114,1593880474652887.0,,2023-03-18 18:50:05.177
UA000000107394135,1593880477041679.0,,2023-03-18 18:50:05.177
UA000000107394136,1593880477145661.0,,2023-03-18 18:50:05.177
UA000000107394247,1593880489041311.0,,2023-03-18 18:50:05.177
UA000000107394461,1593880511685871.0,,2023-03-18 18:50:05.177
UA000000107394499,1593880515499555.0,,2023-03-18 18:50:05.177
UA000000107395112,1593880578440398.0,,2023-03-18 18:50:05.177
UA000000107395126,1593880579547398.0,,2023-03-18 18:50:05.177
UA000000107395136,1593880580520931.0,,2023-03-18 18:50:05.177
UA000000107395144,1593880581929169.0,,2023-03-18 18:50:05.177
UA000000107395200,1593880586979135.0,,2023-03-18 18:50:05.177
UA000000107395263,1593880594670143.0,,2023-03-18 18:50:05.177
UA000000107395355,1593880604865045.0,,2023-03-18 18:50:05.177
UA000000107395398,1593880608666175.0,,2023-03-18 18:50:05.177
UA000000107395489,1593880616363655.0,,2023-03-18 18:50:05.177
UA000000107395514,1593880619816280.0,,2023-03-18 18:50:05.177
UA000000107395526,1593880621093042.0,,2023-03-18 18:50:05.177
UA000000107395532,1593880622839579.0,,2023-03-18 18:50:05.177
UA000000107395750,1593880643369479.0,,2023-03-18 18:50:05.177
UA000000107395852,1593880653531162.0,,2023-03-18 18:50:05.177
UA000000107395854,1593880653542034.0,,2023-03-18 18:50:05.177
UA000000107396078,1593880675340904.0,,2023-03-18 18:50:05.177
UA000000107396111,1593880678252189.0,,2023-03-18 18:50:05.177
UA000000107396169,1593880683896800.0,,2023-03-18 18:50:05.177
UA000000107396225,1593880689503261.0,,2023-03-18 18:50:05.177
UA000000107396400,1593880706912598.0,,2023-03-18 18:50:05.177
UA000000107396431,1593880710037918.0,,2023-03-18 18:50:05.177
UA000000107396470,1593880713939491.0,,2023-03-18 18:50:05.177
UA000000107396518,1593880719025058.0,,2023-03-18 18:50:05.177
UA000000107396522,1593880719444085.0,,2023-03-18 18:50:05.177
UA000000107396590,1593880726297155.0,,2023-03-18 18:50:05.177
UA000000107396659,1593880733599283.0,jordancain@yahoo.com,2023-03-18 18:50:05.177
UA000000107396659,1593880733599283.0,,2023-03-18 18:50:05.177
UA000000107396804,1593880748890651.0,,2023-03-18 18:50:05.177
UA000000107396937,1593880762378384.0,,2023-03-18 18:50:05.177
UA000000107396952,1593880764478281.0,,2023-03-18 18:50:05.177
UA000000107397033,1593880772357208.0,,2023-03-18 18:50:05.177
UA000000107397037,1593880772654848.0,,2023-03-18 18:50:05.177
UA000000107397284,1593880801668899.0,,2023-03-18 18:50:05.177
UA000000107397299,1593880802963656.0,,2023-03-18 18:50:05.177
UA000000107397643,1593880838082657.0,,2023-03-18 18:50:05.177
UA000000107397728,1593880847285477.0,,2023-03-18 18:50:05.177
UA000000107397879,1593880863170380.0,,2023-03-18 18:50:05.177
UA000000107397950,1593880872259777.0,,2023-03-18 18:50:05.177
UA000000107397958,1593880873214683.0,,2023-03-18 18:50:05.177
UA000000107398037,1593880882964262.0,,2023-03-18 18:50:05.177
UA000000107398145,1593880893591631.0,,2023-03-18 18:50:05.177
UA000000107398535,1593880937107661.0,jeffreycarr@smith.com,2023-03-18 18:50:05.177
UA000000107398535,1593880937107661.0,,2023-03-18 18:50:05.177
UA000000107398550,1593880938897809.0,,2023-03-18 18:50:05.177
UA000000107398789,1593880966199086.0,,2023-03-18 18:50:05.177
UA000000107398797,1593880966624479.0,,2023-03-18 18:50:05.177
UA000000107398926,1593880979587126.0,,2023-03-18 18:50:05.177
UA000000107399074,1593880993502175.0,,2023-03-18 18:50:05.177
UA000000107399307,1593881017841122.0,,2023-03-18 18:50:05.177
UA000000107399425,1593881030377740.0,,2023-03-18 18:50:05.177
UA000000107399518,1593881039699907.0,,2023-03-18 18:50:05.177
UA000000107399545,1593881041387634.0,,2023-03-18 18:50:05.177
UA000000107399570,1593881044187324.0,,2023-03-18 18:50:05.177
UA000000107399610,1593881047976486.0,,2023-03-18 18:50:05.177
UA000000107399632,1593881050064083.0,,2023-03-18 18:50:05.177
UA000000107400035,1593881095770512.0,,2023-03-18 18:50:05.177
UA000000107362433,1593877014978109.0,santanawilliam@munoz.biz,2023-03-18 18:50:05.177
UA000000107386250,1593879628637203.0,,2023-03-18 18:50:05.177
UA000000107390169,1593880060004394.0,,2023-03-18 18:50:05.177
UA000000107391757,1593880221273552.0,,2023-03-18 18:50:05.177
UA000000107393013,1593880360146671.0,,2023-03-18 18:50:05.177
UA000000107399077,1593880993817476.0,,2023-03-18 18:50:05.177
UA000000107355987,1593876269167805.0,robert03@cohen-kaiser.net,2023-03-18 18:50:05.177
UA000000107356825,1593876365676183.0,sullivanjohn@dunn.com,2023-03-18 18:50:05.177
UA000000107362835,1593877055181138.0,lucas59@murray-allison.com,2023-03-18 18:50:05.177
UA000000107375364,1593878433660312.0,james60@lyons.biz,2023-03-18 18:50:05.177
UA000000107377392,1593878661450140.0,richardsmith@lowe-fuller.com,2023-03-18 18:50:05.177
UA000000107377819,1593878709712036.0,jennaberry@yahoo.com,2023-03-18 18:50:05.177
UA000000107378680,1593878809043928.0,jjohnson85@gmail.com,2023-03-18 18:50:05.177
UA000000107381244,1593879087177901.0,krystal33@nichols-gonzales.biz,2023-03-18 18:50:05.177
UA000000107382007,1593879169908682.0,mflores35@gmail.com,2023-03-18 18:50:05.177
UA000000107383039,1593879279163480.0,phillipsrobert@jenkins-caldwell.com,2023-03-18 18:50:05.177
UA000000107383270,1593879305714912.0,,2023-03-18 18:50:05.177
UA000000107383310,1593879309938195.0,,2023-03-18 18:50:05.177
UA000000107383319,1593879310749315.0,,2023-03-18 18:50:05.177
UA000000107383391,1593879319764217.0,,2023-03-18 18:50:05.177
UA000000107383453,1593879326920753.0,,2023-03-18 18:50:05.177
UA000000107383486,1593879331286120.0,doughertydarlene@yahoo.com,2023-03-18 18:50:05.177
UA000000107383486,1593879331286120.0,,2023-03-18 18:50:05.177
UA000000107383531,1593879336265416.0,,2023-03-18 18:50:05.177
UA000000107383635,1593879348482720.0,,2023-03-18 18:50:05.177
UA000000107383652,1593879350854706.0,taylorspencer@hughes.com,2023-03-18 18:50:05.177
UA000000107383652,1593879350854706.0,,2023-03-18 18:50:05.177
UA000000107383981,1593879387457305.0,,2023-03-18 18:50:05.177
UA000000107384172,1593879409361515.0,brownjustin@yahoo.com,2023-03-18 18:50:05.177
UA000000107384172,1593879409361515.0,,2023-03-18 18:50:05.177
UA000000107384208,1593879413256859.0,sarahfields@vaughn.net,2023-03-18 18:50:05.177
UA000000107384208,1593879413256859.0,,2023-03-18 18:50:05.177
UA000000107384227,1593879414941713.0,,2023-03-18 18:50:05.177
UA000000107384281,1593879419958793.0,,2023-03-18 18:50:05.177
UA000000107384398,1593879432500005.0,,2023-03-18 18:50:05.177
UA000000107384430,1593879436288445.0,,2023-03-18 18:50:05.177
UA000000107384438,1593879437309260.0,,2023-03-18 18:50:05.177
UA000000107384602,1593879455703282.0,,2023-03-18 18:50:05.177
UA000000107384682,1593879463376278.0,carl60@cobb.com,2023-03-18 18:50:05.177
UA000000107384682,1593879463376278.0,,2023-03-18 18:50:05.177
UA000000107384806,1593879474777300.0,,2023-03-18 18:50:05.177
UA000000107384818,1593879475954537.0,,2023-03-18 18:50:05.177
UA000000107384860,1593879480033527.0,,2023-03-18 18:50:05.177
UA000000107384903,1593879484619391.0,,2023-03-18 18:50:05.177
UA000000107384948,1593879488463389.0,,2023-03-18 18:50:05.177
UA000000107385001,1593879493657387.0,,2023-03-18 18:50:05.177
UA000000107385063,1593879500417078.0,,2023-03-18 18:50:05.177
UA000000107385097,1593879503555433.0,,2023-03-18 18:50:05.177
UA000000107385140,1593879510065517.0,,2023-03-18 18:50:05.177
UA000000107385170,1593879513293082.0,,2023-03-18 18:50:05.177
UA000000107385269,1593879524256811.0,,2023-03-18 18:50:05.177
UA000000107385415,1593879540753710.0,,2023-03-18 18:50:05.177
UA000000107385455,1593879544797107.0,,2023-03-18 18:50:05.177
UA000000107385531,1593879553122049.0,jonathan47@jackson.com,2023-03-18 18:50:05.177
UA000000107385531,1593879553122049.0,,2023-03-18 18:50:05.177
UA000000107385645,1593879565632806.0,,2023-03-18 18:50:05.177
UA000000107385738,1593879574204499.0,,2023-03-18 18:50:05.177
UA000000107385872,1593879586532409.0,,2023-03-18 18:50:05.177
UA000000107385958,1593879596762016.0,,2023-03-18 18:50:05.177
UA000000107386101,1593879612953710.0,,2023-03-18 18:50:05.177
UA000000107386109,1593879613964540.0,,2023-03-18 18:50:05.177
UA000000107386137,1593879617199799.0,,2023-03-18 18:50:05.177
UA000000107386170,1593879620724482.0,,2023-03-18 18:50:05.177
UA000000107386262,1593879630135690.0,eperry59@gmail.com,2023-03-18 18:50:05.177
UA000000107386262,1593879630135690.0,,2023-03-18 18:50:05.177
UA000000107386291,1593879633512898.0,,2023-03-18 18:50:05.177
UA000000107386311,1593879635914452.0,,2023-03-18 18:50:05.177
UA000000107386328,1593879638157328.0,,2023-03-18 18:50:05.177
UA000000107386390,1593879644054318.0,,2023-03-18 18:50:05.177
UA000000107386418,1593879647520414.0,,2023-03-18 18:50:05.177
UA000000107386464,1593879652288967.0,,2023-03-18 18:50:05.177
UA000000107386507,1593879656687856.0,,2023-03-18 18:50:05.177
UA000000107386622,1593879668638703.0,,2023-03-18 18:50:05.177
UA000000107386648,1593879672740403.0,,2023-03-18 18:50:05.177
UA000000107386733,1593879683146146.0,,2023-03-18 18:50:05.177
UA000000107386796,1593879691185966.0,,2023-03-18 18:50:05.177
UA000000107386834,1593879696449871.0,,2023-03-18 18:50:05.177
UA000000107386853,1593879697714825.0,,2023-03-18 18:50:05.177
UA000000107386855,1593879697818553.0,,2023-03-18 18:50:05.177
UA000000107386871,1593879699678541.0,,2023-03-18 18:50:05.177
UA000000107386871,1593879699678541.0,fordcharles@mata.biz,2023-03-18 18:50:05.177
UA000000107386926,1593879706173417.0,,2023-03-18 18:50:05.177
UA000000107387141,1593879728916324.0,,2023-03-18 18:50:05.177
UA000000107387142,1593879728995846.0,,2023-03-18 18:50:05.177
UA000000107387275,1593879744269144.0,,2023-03-18 18:50:05.177
UA000000107387295,1593879746415132.0,,2023-03-18 18:50:05.177
UA000000107387302,1593879746802437.0,,2023-03-18 18:50:05.177
UA000000107387396,1593879758441937.0,,2023-03-18 18:50:05.177
UA000000107387592,1593879781176372.0,,2023-03-18 18:50:05.177
UA000000107387609,1593879783099225.0,,2023-03-18 18:50:05.177
UA000000107387680,1593879790747100.0,,2023-03-18 18:50:05.177
UA000000107387701,1593879792474102.0,,2023-03-18 18:50:05.177
UA000000107387777,1593879800943012.0,,2023-03-18 18:50:05.177
UA000000107388026,1593879826742839.0,,2023-03-18 18:50:05.177
UA000000107388029,1593879827065190.0,,2023-03-18 18:50:05.177
UA000000107388034,1593879827727781.0,,2023-03-18 18:50:05.177
UA000000107388182,1593879843590817.0,,2023-03-18 18:50:05.177
UA000000107388217,1593879847360123.0,robin93@yahoo.com,2023-03-18 18:50:05.177
UA000000107388217,1593879847360123.0,,2023-03-18 18:50:05.177
UA000000107388218,1593879847499191.0,,2023-03-18 18:50:05.177
UA000000107388394,1593879865482251.0,,2023-03-18 18:50:05.177
UA000000107388547,1593879881541587.0,,2023-03-18 18:50:05.177
UA000000107388551,1593879881982730.0,robertwatson@cohen.biz,2023-03-18 18:50:05.177
UA000000107388551,1593879881982730.0,,2023-03-18 18:50:05.177
UA000000107388571,1593879884231619.0,,2023-03-18 18:50:05.177
UA000000107388621,1593879889503719.0,tyu90@yahoo.com,2023-03-18 18:50:05.177
UA000000107388621,1593879889503719.0,,2023-03-18 18:50:05.177
UA000000107388672,1593879895072086.0,,2023-03-18 18:50:05.177
UA000000107388886,1593879920642871.0,,2023-03-18 18:50:05.177
UA000000107388994,1593879931463481.0,,2023-03-18 18:50:05.177
UA000000107388998,1593879931646072.0,,2023-03-18 18:50:05.177
UA000000107389000,1593879931998367.0,,2023-03-18 18:50:05.177
UA000000107389025,1593879934123182.0,,2023-03-18 18:50:05.177
UA000000107389134,1593879945728046.0,,2023-03-18 18:50:05.177
UA000000107389189,1593879953577914.0,,2023-03-18 18:50:05.177
UA000000107389227,1593879958269921.0,,2023-03-18 18:50:05.177
UA000000107389466,1593879986086280.0,,2023-03-18 18:50:05.177
UA000000107389508,1593879989585638.0,,2023-03-18 18:50:05.177
UA000000107389522,1593879991213990.0,,2023-03-18 18:50:05.177
UA000000107389632,1593880004350404.0,vvincent@rodriguez-robinson.info,2023-03-18 18:50:05.177
UA000000107389632,1593880004350404.0,,2023-03-18 18:50:05.177
UA000000107389646,1593880006191538.0,,2023-03-18 18:50:05.177
UA000000107389648,1593880006994297.0,,2023-03-18 18:50:05.177
UA000000107389757,1593880018826136.0,,2023-03-18 18:50:05.177
UA000000107389777,1593880021223028.0,,2023-03-18 18:50:05.177
UA000000107389788,1593880022254274.0,,2023-03-18 18:50:05.177
UA000000107390001,1593880045941529.0,,2023-03-18 18:50:05.177
UA000000107390063,1593880050437337.0,,2023-03-18 18:50:05.177
UA000000107390077,1593880051341805.0,,2023-03-18 18:50:05.177
UA000000107390411,1593880083228962.0,sanchezstephanie@myers.biz,2023-03-18 18:50:05.177
UA000000107390411,1593880083228962.0,,2023-03-18 18:50:05.177
UA000000107390422,1593880084619479.0,,2023-03-18 18:50:05.177
UA000000107390507,1593880092810800.0,,2023-03-18 18:50:05.177
UA000000107390621,1593880103188532.0,,2023-03-18 18:50:05.177
UA000000107390629,1593880104588113.0,,2023-03-18 18:50:05.177
UA000000107390696,1593880111456049.0,,2023-03-18 18:50:05.177
UA000000107390698,1593880111810856.0,epage@yahoo.com,2023-03-18 18:50:05.177
UA000000107390698,1593880111810856.0,,2023-03-18 18:50:05.177
UA000000107390902,1593880134345881.0,,2023-03-18 18:50:05.177
UA000000107390954,1593880139377068.0,,2023-03-18 18:50:05.177
UA000000107390967,1593880140862542.0,,2023-03-18 18:50:05.177
UA000000107391000,1593880144195840.0,,2023-03-18 18:50:05.177
UA000000107391033,1593880147955604.0,,2023-03-18 18:50:05.177
UA000000107391194,1593880164705129.0,,2023-03-18 18:50:05.177
UA000000107391279,1593880174821158.0,,2023-03-18 18:50:05.177
UA000000107391351,1593880182034990.0,,2023-03-18 18:50:05.177
UA000000107391390,1593880185091839.0,,2023-03-18 18:50:05.177
UA000000107391424,1593880188389015.0,,2023-03-18 18:50:05.177
UA000000107391464,1593880191868688.0,,2023-03-18 18:50:05.177
UA000000107391569,1593880203786365.0,,2023-03-18 18:50:05.177
UA000000107391643,1593880210836589.0,,2023-03-18 18:50:05.177
UA000000107391793,1593880225147512.0,,2023-03-18 18:50:05.177
UA000000107391879,1593880232918105.0,,2023-03-18 18:50:05.177
UA000000107391898,1593880234896890.0,,2023-03-18 18:50:05.177
UA000000107391904,1593880235169961.0,,2023-03-18 18:50:05.177
